player_id,country_code,currency_code,signup_date,acquisition_channel
P-000200,CA,USD,2026-06-28,email
P-000201,US,USD,2024-09-17,email
P-000202,US,USD,2024-08-22,paid_social
P-000203,GB,GBP,2025-02-07,storefront_feature
P-000204,US,USD,2024-09-25,organic
P-000205,JP,JPY,2025-02-17,storefront_feature
P-000206,CA,USD,2026-02-07,paid_social
P-000207,CA,USD,2025-12-14,paid_social
P-000208,JP,JPY,2026-01-17,email
P-000209,CA,USD,2026-01-30,storefront_feature
P-000210,BR,BRL,2025-06-02,storefront_feature
P-000211,US,USD,2026-05-23,paid_social
P-000212,CA,USD,2025-03-09,organic
P-000213,CA,USD,2025-02-16,email
P-000214,ES,EUR,2025-07-16,creator_program
P-000215,US,USD,2025-03-01,organic
P-000216,FR,EUR,2025-03-02,organic
P-000217,CA,USD,2025-06-03,paid_social
P-000218,US,USD,2024-09-08,paid_social
P-000219,FR,EUR,2025-03-24,paid_social
P-000220,DE,EUR,2026-08-16,email
P-000221,CA,USD,2025-09-04,organic
P-000222,AR,BRL,2024-11-09,email
P-000223,BR,BRL,2026-03-27,creator_program
P-000224,GB,GBP,2025-08-22,organic
P-000225,DE,EUR,2026-06-07,storefront_feature
P-000226,ES,EUR,2025-11-28,paid_social
P-000227,US,USD,2025-09-04,email
P-000228,GB,GBP,2025-04-30,creator_program
P-000229,CA,USD,2025-03-06,email
P-000230,US,USD,2024-09-12,paid_social
P-000231,CA,USD,2026-02-11,email
P-000232,JP,JPY,2025-12-25,paid_social
P-000233,US,USD,2025-06-05,email
P-000234,CA,USD,2026-09-19,email
P-000235,CA,USD,2025-04-19,creator_program
P-000236,CA,USD,2025-11-11,organic
P-000237,US,USD,2025-11-03,email
P-000238,US,USD,2025-11-22,storefront_feature
P-000239,US,USD,2026-06-29,storefront_feature
P-000240,CA,USD,2024-09-20,storefront_feature
P-000241,CA,USD,2025-10-12,paid_social
P-000242,DE,EUR,2025-01-10,organic
P-000243,JP,JPY,2026-06-11,paid_social
P-000244,ES,EUR,2026-05-31,storefront_feature
P-000245,BR,BRL,2025-06-07,organic
P-000246,US,USD,2025-07-13,email
P-000247,CA,USD,2026-01-17,organic
P-000248,BR,BRL,2026-02-25,paid_social
P-000249,FR,EUR,2025-11-09,storefront_feature
P-000250,CA,USD,2025-07-14,organic
P-000251,CA,USD,2026-06-27,paid_social
P-000252,GB,GBP,2024-08-04,storefront_feature
P-000253,US,USD,2025-02-14,storefront_feature
P-000254,ES,EUR,2024-12-12,creator_program
P-000255,AR,BRL,2026-01-27,email
P-000256,CA,USD,2024-08-02,paid_social
P-000257,DE,EUR,2025-10-20,paid_social
P-000258,US,USD,2024-08-23,organic
P-000259,US,USD,2025-03-21,creator_program
P-000260,FR,EUR,2025-10-01,storefront_feature
P-000261,BR,BRL,2025-08-21,creator_program
P-000262,CA,USD,2024-06-09,creator_program
P-000263,BR,BRL,2025-03-08,storefront_feature
P-000264,CA,USD,2025-03-21,email
P-000265,FR,EUR,2025-04-19,email
P-000266,CA,USD,2024-08-02,organic
P-000267,US,USD,2025-12-10,creator_program
P-000268,CA,USD,2025-10-22,storefront_feature
P-000269,CA,USD,2025-11-17,email
P-000270,GB,GBP,2025-10-27,organic
P-000271,DE,EUR,2025-02-20,organic
P-000272,JP,JPY,2025-06-28,email
P-000273,AR,BRL,2025-10-03,organic
P-000274,DE,EUR,2025-12-23,email
P-000275,DE,EUR,2025-07-05,creator_program
P-000276,US,USD,2024-08-02,paid_social
P-000277,ES,EUR,2025-11-06,paid_social
P-000278,CA,USD,2024-12-01,email
P-000279,US,USD,2026-09-15,storefront_feature
P-000280,GB,GBP,2026-07-12,email
P-000281,AR,BRL,2025-10-03,storefront_feature
P-000282,US,USD,2025-11-08,storefront_feature
P-000283,JP,JPY,2024-07-19,creator_program
P-000284,US,USD,2026-07-21,creator_program
P-000285,CA,USD,2026-06-13,organic
P-000286,FR,EUR,2025-09-16,storefront_feature
P-000287,US,USD,2024-08-06,organic
P-000288,AR,BRL,2024-10-03,creator_program
P-000289,US,USD,2026-05-03,storefront_feature
P-000290,CA,USD,2024-08-09,organic
P-000291,JP,JPY,2026-03-06,email
P-000292,DE,EUR,2025-01-13,email
P-000293,US,USD,2025-09-24,creator_program
P-000294,ES,EUR,2026-03-23,paid_social
P-000295,JP,JPY,2024-11-10,creator_program
P-000296,US,USD,2026-02-13,organic
P-000297,US,USD,2026-08-25,creator_program
P-000298,FR,EUR,2026-02-10,email
P-000299,US,USD,2025-10-01,creator_program
P-000300,US,USD,2025-04-16,storefront_feature
P-000301,US,USD,2025-02-13,organic
P-000302,CA,USD,2026-04-27,paid_social
P-000303,CA,USD,2025-04-20,email
P-000304,CA,USD,2026-07-06,storefront_feature
P-000305,CA,USD,2026-07-20,paid_social
P-000306,BR,BRL,2024-08-27,paid_social
P-000307,US,USD,2026-08-22,paid_social
P-000308,DE,EUR,2024-11-30,organic
P-000309,GB,GBP,2025-11-01,creator_program
P-000310,DE,EUR,2025-11-29,email
P-000311,CA,USD,2025-01-01,creator_program
P-000312,JP,JPY,2025-05-09,storefront_feature
P-000313,CA,USD,2026-07-31,creator_program
P-000314,CA,USD,2025-06-09,email
P-000315,US,USD,2024-09-18,storefront_feature
P-000316,CA,USD,2024-08-09,email
P-000317,US,USD,2024-11-20,storefront_feature
P-000318,JP,JPY,2024-09-26,creator_program
P-000319,FR,EUR,2025-02-09,organic
P-000320,US,USD,2025-07-16,email
P-000321,JP,JPY,2025-08-15,email
P-000322,AR,BRL,2026-03-23,storefront_feature
P-000323,US,USD,2026-01-10,creator_program
P-000324,CA,USD,2024-08-01,creator_program
P-000325,ES,EUR,2026-05-28,creator_program
P-000326,US,USD,2025-10-15,creator_program
P-000327,FR,EUR,2025-09-05,storefront_feature
P-000328,AR,BRL,2025-05-27,paid_social
P-000329,ES,EUR,2024-11-12,creator_program
P-000330,US,USD,2026-02-21,organic
P-000331,US,USD,2026-03-09,storefront_feature
P-000332,BR,BRL,2024-11-09,creator_program
P-000333,BR,BRL,2026-03-18,storefront_feature
P-000334,US,USD,2024-12-16,organic
P-000335,JP,JPY,2026-07-12,organic
P-000336,CA,USD,2026-03-26,storefront_feature
P-000337,DE,EUR,2026-08-15,email
P-000338,CA,USD,2026-05-19,email
P-000339,US,USD,2026-06-19,organic
P-000340,GB,GBP,2025-04-22,email
P-000341,DE,EUR,2024-08-11,paid_social
P-000342,DE,EUR,2024-10-17,storefront_feature
P-000343,US,USD,2026-03-17,storefront_feature
P-000344,DE,EUR,2026-07-02,organic
P-000345,DE,EUR,2026-08-08,paid_social
P-000346,JP,JPY,2026-04-13,creator_program
P-000347,US,USD,2025-06-08,paid_social
P-000348,GB,GBP,2026-09-13,paid_social
P-000349,ES,EUR,2026-05-29,email
P-000350,AR,BRL,2026-09-24,creator_program
P-000351,CA,USD,2025-05-14,paid_social
P-000352,GB,GBP,2026-02-10,creator_program
P-000353,CA,USD,2026-09-01,email
P-000354,FR,EUR,2026-04-28,organic
P-000355,GB,GBP,2024-11-17,storefront_feature
P-000356,DE,EUR,2024-11-01,organic
P-000357,CA,USD,2026-06-07,organic
P-000358,AR,BRL,2025-06-01,organic
P-000359,US,USD,2026-02-16,storefront_feature
P-000360,BR,BRL,2025-04-25,organic
P-000361,ES,EUR,2025-11-19,email
P-000362,FR,EUR,2025-10-23,storefront_feature
P-000363,CA,USD,2025-02-24,storefront_feature
P-000364,ES,EUR,2025-10-04,paid_social
P-000365,CA,USD,2026-07-26,email
P-000366,US,USD,2025-09-16,organic
P-000367,GB,GBP,2026-06-21,storefront_feature
P-000368,DE,EUR,2025-03-19,storefront_feature
P-000369,CA,USD,2025-06-30,email
P-000370,GB,GBP,2026-07-12,paid_social
P-000371,US,USD,2026-05-24,email
P-000372,ES,EUR,2025-01-12,organic
P-000373,US,USD,2025-03-04,organic
P-000374,JP,JPY,2026-09-15,storefront_feature
P-000375,AR,BRL,2025-10-04,paid_social
P-000376,GB,GBP,2025-08-08,creator_program
P-000377,US,USD,2025-05-08,organic
P-000378,JP,JPY,2025-02-12,creator_program
P-000379,JP,JPY,2025-07-24,organic
P-000380,ES,EUR,2024-06-30,email
P-000381,BR,BRL,2025-04-16,organic
P-000382,JP,JPY,2026-07-13,creator_program
P-000383,US,USD,2026-04-12,email
P-000384,CA,USD,2024-06-07,organic
P-000385,BR,BRL,2024-12-24,paid_social
P-000386,ES,EUR,2026-04-07,paid_social
P-000387,US,USD,2026-07-01,email
P-000388,US,USD,2025-04-24,creator_program
P-000389,US,USD,2026-08-19,email
P-000390,CA,USD,2024-08-20,paid_social
P-000391,CA,USD,2024-12-19,storefront_feature
P-000392,JP,JPY,2025-03-09,email
P-000393,GB,GBP,2024-09-06,paid_social
P-000394,US,USD,2024-08-16,organic
P-000395,DE,EUR,2026-02-20,creator_program
P-000396,FR,EUR,2024-12-25,organic
P-000397,FR,EUR,2024-09-17,paid_social
P-000398,US,USD,2025-08-05,creator_program
P-000399,US,USD,2024-07-27,storefront_feature
P-000400,GB,GBP,2025-09-24,organic
P-000401,CA,USD,2025-06-05,email
P-000402,US,USD,2026-03-03,email
P-000403,FR,EUR,2026-06-04,storefront_feature
P-000404,ES,EUR,2025-10-24,paid_social
P-000405,CA,USD,2025-08-03,storefront_feature
P-000406,CA,USD,2026-01-14,organic
P-000407,BR,BRL,2024-06-29,organic
P-000408,JP,JPY,2024-11-23,storefront_feature
P-000409,FR,EUR,2024-11-10,paid_social
P-000410,GB,GBP,2026-07-30,creator_program
P-000411,CA,USD,2026-02-06,paid_social
P-000412,CA,USD,2025-10-10,organic
P-000413,DE,EUR,2024-11-26,storefront_feature
P-000414,CA,USD,2024-11-23,organic
P-000415,AR,BRL,2024-10-28,organic
P-000416,BR,BRL,2025-03-13,creator_program
P-000417,CA,USD,2026-02-28,organic
P-000418,DE,EUR,2024-09-07,email
P-000419,ES,EUR,2026-05-21,storefront_feature
P-000420,CA,USD,2025-01-12,creator_program
P-000421,BR,BRL,2026-04-08,storefront_feature
P-000422,GB,GBP,2025-05-20,paid_social
P-000423,CA,USD,2024-09-14,email
P-000424,JP,JPY,2025-11-01,storefront_feature
P-000425,CA,USD,2025-12-13,organic
P-000426,US,USD,2026-05-09,paid_social
P-000427,GB,GBP,2025-05-23,creator_program
P-000428,CA,USD,2026-07-02,storefront_feature
P-000429,DE,EUR,2025-08-20,organic
P-000430,ES,EUR,2024-09-09,creator_program
P-000431,GB,GBP,2026-02-18,storefront_feature
P-000432,BR,BRL,2025-12-10,storefront_feature
P-000433,ES,EUR,2025-12-18,creator_program
P-000434,US,USD,2024-09-21,organic
P-000435,BR,BRL,2025-07-19,organic
P-000436,CA,USD,2024-06-20,email
P-000437,JP,JPY,2025-02-06,creator_program
P-000438,AR,BRL,2024-10-10,paid_social
P-000439,JP,JPY,2024-07-03,creator_program
P-000440,GB,GBP,2026-03-27,creator_program
P-000441,US,USD,2025-01-30,organic
P-000442,US,USD,2024-09-06,storefront_feature
P-000443,US,USD,2026-06-27,paid_social
P-000444,BR,BRL,2026-05-24,email
P-000445,CA,USD,2026-07-13,paid_social
P-000446,CA,USD,2024-12-08,organic
P-000447,DE,EUR,2026-03-31,email
P-000448,FR,EUR,2024-11-25,storefront_feature
P-000449,US,USD,2026-04-02,organic
P-000450,CA,USD,2025-07-13,creator_program
P-000451,US,USD,2025-08-25,email
P-000452,GB,GBP,2024-08-30,paid_social
P-000453,CA,USD,2024-07-27,organic
P-000454,JP,JPY,2025-05-23,creator_program
P-000455,GB,GBP,2026-01-25,creator_program
P-000456,ES,EUR,2026-09-08,paid_social
P-000457,AR,BRL,2025-03-19,organic
P-000458,JP,JPY,2026-03-31,organic
P-000459,GB,GBP,2025-03-21,email
P-000460,GB,GBP,2026-02-12,paid_social
P-000461,CA,USD,2024-09-06,storefront_feature
P-000462,US,USD,2024-07-03,storefront_feature
P-000463,CA,USD,2025-08-04,storefront_feature
P-000464,DE,EUR,2026-09-17,organic
P-000465,CA,USD,2026-06-02,email
P-000466,GB,GBP,2026-02-23,storefront_feature
P-000467,DE,EUR,2024-11-14,organic
P-000468,BR,BRL,2025-02-07,paid_social
P-000469,GB,GBP,2026-03-14,creator_program
P-000470,BR,BRL,2024-11-10,creator_program
P-000471,US,USD,2025-07-24,email
P-000472,ES,EUR,2024-08-22,creator_program
P-000473,CA,USD,2026-08-11,creator_program
P-000474,US,USD,2025-08-10,storefront_feature
P-000475,FR,EUR,2026-03-15,paid_social
P-000476,GB,GBP,2024-07-18,paid_social
P-000477,US,USD,2026-06-05,email
P-000478,US,USD,2025-12-30,creator_program
P-000479,DE,EUR,2026-03-28,storefront_feature
P-000480,CA,USD,2026-02-04,storefront_feature
P-000481,CA,USD,2024-11-23,storefront_feature
P-000482,AR,BRL,2025-01-31,storefront_feature
P-000483,AR,BRL,2026-03-08,email
P-000484,US,USD,2024-07-26,creator_program
P-000485,US,USD,2025-07-24,email
P-000486,DE,EUR,2026-09-18,storefront_feature
P-000487,BR,BRL,2026-05-30,creator_program
P-000488,US,USD,2025-11-05,organic
P-000489,GB,GBP,2024-11-06,paid_social
P-000490,CA,USD,2026-01-21,storefront_feature
P-000491,CA,USD,2025-11-13,paid_social
P-000492,US,USD,2026-09-02,creator_program
P-000493,US,USD,2026-05-06,storefront_feature
P-000494,AR,BRL,2025-11-13,paid_social
P-000495,DE,EUR,2026-06-16,email
P-000496,CA,USD,2025-11-25,organic
P-000497,US,USD,2024-06-28,storefront_feature
P-000498,US,USD,2024-12-29,email
P-000499,CA,USD,2025-05-27,email
P-000500,US,USD,2026-03-11,creator_program
P-000501,GB,GBP,2025-11-19,email
P-000502,BR,BRL,2025-12-24,paid_social
P-000503,GB,GBP,2025-06-20,storefront_feature
P-000504,DE,EUR,2026-03-03,creator_program
P-000505,JP,JPY,2025-11-25,paid_social
P-000506,CA,USD,2026-06-30,organic
P-000507,ES,EUR,2025-07-25,organic
P-000508,US,USD,2025-10-04,storefront_feature
P-000509,CA,USD,2025-12-04,creator_program
P-000510,US,USD,2025-09-30,organic
P-000511,AR,BRL,2026-08-23,paid_social
P-000512,CA,USD,2024-06-28,paid_social
P-000513,CA,USD,2025-12-10,storefront_feature
P-000514,US,USD,2025-10-17,email
P-000515,AR,BRL,2024-10-29,email
P-000516,US,USD,2026-04-18,organic
P-000517,AR,BRL,2026-06-29,email
P-000518,GB,GBP,2025-01-07,storefront_feature
P-000519,DE,EUR,2026-03-03,organic
P-000520,FR,EUR,2024-11-07,creator_program
P-000521,AR,BRL,2024-08-27,paid_social
P-000522,US,USD,2025-12-29,paid_social
P-000523,CA,USD,2025-05-27,paid_social
P-000524,US,USD,2026-02-12,creator_program
P-000525,JP,JPY,2024-07-10,paid_social
P-000526,DE,EUR,2026-06-21,email
P-000527,US,USD,2026-09-20,creator_program
P-000528,CA,USD,2026-07-13,organic
P-000529,CA,USD,2025-06-17,email
P-000530,DE,EUR,2026-03-28,storefront_feature
P-000531,JP,JPY,2025-02-22,creator_program
P-000532,GB,GBP,2025-01-21,creator_program
P-000533,JP,JPY,2025-10-21,organic
P-000534,JP,JPY,2024-08-28,creator_program
P-000535,US,USD,2026-07-16,organic
P-000536,US,USD,2025-07-12,paid_social
P-000537,AR,BRL,2024-07-06,organic
P-000538,DE,EUR,2025-02-24,organic
P-000539,US,USD,2024-07-29,organic
P-000540,GB,GBP,2026-09-22,email
P-000541,JP,JPY,2024-12-08,creator_program
P-000542,US,USD,2024-09-19,organic
P-000543,US,USD,2026-06-22,paid_social
P-000544,CA,USD,2026-09-21,email
P-000545,ES,EUR,2026-01-26,paid_social
P-000546,US,USD,2025-10-22,organic
P-000547,CA,USD,2026-02-28,storefront_feature
P-000548,CA,USD,2025-07-02,paid_social
P-000549,AR,BRL,2024-07-05,storefront_feature
P-000550,CA,USD,2024-06-27,organic
P-000551,CA,USD,2025-11-23,paid_social
P-000552,ES,EUR,2025-07-04,email
P-000553,DE,EUR,2025-09-06,paid_social
P-000554,AR,BRL,2026-07-12,storefront_feature
P-000555,FR,EUR,2026-06-15,creator_program
P-000556,CA,USD,2024-06-03,paid_social
P-000557,CA,USD,2025-08-31,organic
P-000558,CA,USD,2024-06-28,creator_program
P-000559,CA,USD,2025-09-09,paid_social
P-000560,US,USD,2024-07-23,paid_social
P-000561,JP,JPY,2026-03-22,email
P-000562,CA,USD,2024-06-15,organic
P-000563,US,USD,2024-12-12,organic
P-000564,DE,EUR,2025-08-11,creator_program
P-000565,US,USD,2026-02-03,paid_social
P-000566,US,USD,2025-07-16,organic
P-000567,AR,BRL,2026-09-09,organic
P-000568,AR,BRL,2025-04-26,email
P-000569,FR,EUR,2024-06-10,creator_program
P-000570,CA,USD,2026-05-23,organic
P-000571,JP,JPY,2024-10-24,email
P-000572,CA,USD,2025-07-12,creator_program
P-000573,GB,GBP,2026-06-06,paid_social
P-000574,GB,GBP,2025-06-04,email
P-000575,ES,EUR,2026-05-22,organic
P-000576,JP,JPY,2024-07-04,organic
P-000577,CA,USD,2026-09-21,organic
P-000578,CA,USD,2025-11-02,paid_social
P-000579,GB,GBP,2025-03-05,organic
P-000580,US,USD,2025-02-24,organic
P-000581,CA,USD,2025-04-14,email
P-000582,DE,EUR,2025-12-02,paid_social
P-000583,FR,EUR,2025-02-01,creator_program
P-000584,GB,GBP,2024-06-08,email
P-000585,CA,USD,2025-07-19,creator_program
P-000586,AR,BRL,2026-06-13,creator_program
P-000587,CA,USD,2025-09-16,email
P-000588,ES,EUR,2025-05-04,creator_program
P-000589,CA,USD,2025-12-15,paid_social
P-000590,BR,BRL,2026-07-19,paid_social
P-000591,JP,JPY,2024-06-04,creator_program
P-000592,CA,USD,2026-01-01,storefront_feature
P-000593,FR,EUR,2026-08-20,storefront_feature
P-000594,CA,USD,2026-03-04,organic
P-000595,BR,BRL,2025-12-28,storefront_feature
P-000596,DE,EUR,2026-01-13,storefront_feature
P-000597,DE,EUR,2024-06-21,creator_program
P-000598,US,USD,2024-07-05,paid_social
P-000599,CA,USD,2026-07-07,storefront_feature
P-000600,AR,BRL,2025-11-29,email
P-000601,JP,JPY,2026-03-01,creator_program
P-000602,CA,USD,2025-11-23,storefront_feature
P-000603,ES,EUR,2025-05-06,organic
P-000604,JP,JPY,2025-01-24,organic
P-000605,BR,BRL,2025-08-06,creator_program
P-000606,CA,USD,2026-04-03,creator_program
P-000607,US,USD,2024-12-24,email
P-000608,DE,EUR,2025-03-10,email
P-000609,DE,EUR,2025-04-18,email
P-000610,AR,BRL,2025-02-12,paid_social
P-000611,DE,EUR,2025-02-01,creator_program
P-000612,DE,EUR,2025-01-25,organic
P-000613,US,USD,2024-09-12,creator_program
